county,town,office,district,party,candidate,votes
Chittenden,Shelburne,Attorney General,,,Blanks,0
Franklin,Sheldon,Attorney General,,,Blanks,0
Addison,Shoreham,Attorney General,,,Blanks,0
Rutland,Shrewsbury,Attorney General,,,Blanks,0
Chittenden,South Burlington,Attorney General,,,Blanks,0
Grand Isle,South Hero,Attorney General,,,Blanks,0
Windsor,Springfield,Attorney General,,,Blanks,0
Franklin,Saint Albans City,Attorney General,,,Blanks,0
Franklin,Saint Albans Town,Attorney General,,,Blanks,0
Chittenden,Saint George,Attorney General,,,Blanks,0
Caledonia,Saint Johnsbury,Attorney General,,,Blanks,0
Bennington,Stamford,Attorney General,,,Blanks,0
Caledonia,Stannard,Attorney General,,,Blanks,0
Addison,Starksboro,Attorney General,,,Blanks,0
Windsor,Stockbridge,Attorney General,,,Blanks,0
Lamoille,Stowe,Attorney General,,,Blanks,68
Orange,Strafford,Attorney General,,,Blanks,25
Windham,Stratton,Attorney General,,,Blanks,5
Rutland,Sudbury,Attorney General,,,Blanks,2
Bennington,Sunderland,Attorney General,,,Blanks,18
Caledonia,Sutton,Attorney General,,,Blanks,14
Franklin,Swanton,Attorney General,,,Blanks,38
Orange,Thetford,Attorney General,,,Blanks,81
Rutland,Tinmouth,Attorney General,,,Blanks,6
Orange,Topsham,Attorney General,,,Blanks,12
Windham,Townshend,Attorney General,,,Blanks,25
Orleans,Troy,Attorney General,,,Blanks,18
Orange,Tunbridge,Attorney General,,,Blanks,41
Chittenden,Underhill,Attorney General,,,Blanks,76
Addison,Vergennes,Attorney General,,,Blanks,27
Windham,Vernon,Attorney General,,,Blanks,27
Orange,Vershire,Attorney General,,,Blanks,12
Essex,Victory,Attorney General,,,Blanks,2
Washington,Waitsfield,Attorney General,,,Blanks,50
Caledonia,Walden,Attorney General,,,Blanks,17
Rutland,Wallingford,Attorney General,,,Blanks,42
Addison,Waltham,Attorney General,,,Blanks,7
Windham,Wardsboro,Attorney General,,,Blanks,10
Washington,Warren,Attorney General,,,Blanks,59
Orange,Washington,Attorney General,,,Blanks,21
Washington,Waterbury,Attorney General,,,Blanks,102
Caledonia,Waterford,Attorney General,,,Blanks,14
Lamoille,Waterville,Attorney General,,,Blanks,9
Windsor,Weathersfield,Attorney General,,,Blanks,20
Rutland,Wells,Attorney General,,,Blanks,20
Orange,West Fairlee,Attorney General,,,Blanks,5
Rutland,West Haven,Attorney General,,,Blanks,6
Rutland,West Rutland,Attorney General,,,Blanks,19
Windsor,West Windsor,Attorney General,,,Blanks,23
Orleans,Westfield,Attorney General,,,Blanks,9
Chittenden,Westford,Attorney General,,,Blanks,47
Windham,Westminster,Attorney General,,,Blanks,45
Orleans,Westmore,Attorney General,,,Blanks,6
Windsor,Weston,Attorney General,,,Blanks,9
Addison,Weybridge,Attorney General,,,Blanks,20
Caledonia,Wheelock,Attorney General,,,Blanks,0
Addison,Whiting,Attorney General,,,Blanks,3
Windham,Whitingham,Attorney General,,,Blanks,23
Orange,Williamstown,Attorney General,,,Blanks,30
Chittenden,Williston,Attorney General,,,Blanks,148
Windham,Wilmington,Attorney General,,,Blanks,33
Windham,Windham,Attorney General,,,Blanks,9
Windsor,Windsor,Attorney General,,,Blanks,28
Bennington,Winhall,Attorney General,,,Blanks,26
Chittenden,Winooski,Attorney General,,,Blanks,96
Lamoille,Wolcott,Attorney General,,,Blanks,19
Washington,Woodbury,Attorney General,,,Blanks,14
Bennington,Woodford,Attorney General,,,Blanks,12
Windsor,Woodstock,Attorney General,,,Blanks,56
Washington,Worcester,Attorney General,,,Blanks,17
Addison,Addison,Governor,,Democratic,Peter Shumlin,166
Orleans,Albany,Governor,,Democratic,Peter Shumlin,88
Grand Isle,Alburgh,Governor,,Democratic,Peter Shumlin,257
Windsor,Andover,Governor,,Democratic,Peter Shumlin,99
Bennington,Arlington,Governor,,Democratic,Peter Shumlin,400
Windham,Athens,Governor,,Democratic,Peter Shumlin,44
Franklin,Bakersfield,Governor,,Democratic,Peter Shumlin,151
Windsor,Baltimore,Governor,,Democratic,Peter Shumlin,23
Windsor,Barnard,Governor,,Democratic,Peter Shumlin,200
Caledonia,Barnet,Governor,,Democratic,Peter Shumlin,252
Washington,Barre City,Governor,,Democratic,Peter Shumlin,769
Washington,Barre Town,Governor,,Democratic,Peter Shumlin,771
Orleans,Barton,Governor,,Democratic,Peter Shumlin,185
Lamoille,Belvidere,Governor,,Democratic,Peter Shumlin,30
Bennington,Bennington,Governor,,Democratic,Peter Shumlin,2393
Rutland,Benson,Governor,,Democratic,Peter Shumlin,88
Franklin,Berkshire,Governor,,Democratic,Peter Shumlin,123
Washington,Berlin,Governor,,Democratic,Peter Shumlin,304
Windsor,Bethel,Governor,,Democratic,Peter Shumlin,302
Essex,Bloomfield,Governor,,Democratic,Peter Shumlin,29
Chittenden,Bolton,Governor,,Democratic,Peter Shumlin,212
Orange,Bradford,Governor,,Democratic,Peter Shumlin,308
Orange,Braintree,Governor,,Democratic,Peter Shumlin,162
Rutland,Brandon,Governor,,Democratic,Peter Shumlin,552
Windham,Brattleboro,Governor,,Democratic,Peter Shumlin,2220
Windsor,Bridgewater,Governor,,Democratic,Peter Shumlin,134
Addison,Bridport,Governor,,Democratic,Peter Shumlin,154
Essex,Brighton,Governor,,Democratic,Peter Shumlin,103
Addison,Bristol,Governor,,Democratic,Peter Shumlin,718
Orange,Brookfield,Governor,,Democratic,Peter Shumlin,191
Windham,Brookline,Governor,,Democratic,Peter Shumlin,103
Orleans,Brownington,Governor,,Democratic,Peter Shumlin,102
Essex,Brunswick,Governor,,Democratic,Peter Shumlin,14
Caledonia,Burke,Governor,,Democratic,Peter Shumlin,138
Chittenden,Burlington,Governor,,Democratic,Peter Shumlin,6401
Washington,Cabot,Governor,,Democratic,Peter Shumlin,192
Washington,Calais,Governor,,Democratic,Peter Shumlin,398
Lamoille,Cambridge,Governor,,Democratic,Peter Shumlin,517
Essex,Canaan,Governor,,Democratic,Peter Shumlin,83
Rutland,Castleton,Governor,,Democratic,Peter Shumlin,326
Windsor,Cavendish,Governor,,Democratic,Peter Shumlin,202
Orleans,Charleston,Governor,,Democratic,Peter Shumlin,85
Chittenden,Charlotte,Governor,,Democratic,Peter Shumlin,784
Orange,Chelsea,Governor,,Democratic,Peter Shumlin,155
Windsor,Chester,Governor,,Democratic,Peter Shumlin,467
Rutland,Chittenden,Governor,,Democratic,Peter Shumlin,209
Rutland,Clarendon,Governor,,Democratic,Peter Shumlin,231
Chittenden,Colchester,Governor,,Democratic,Peter Shumlin,1836
Essex,Concord,Governor,,Democratic,Peter Shumlin,88
Orange,Corinth,Governor,,Democratic,Peter Shumlin,195
Addison,Cornwall,Governor,,Democratic,Peter Shumlin,237
Orleans,Coventry,Governor,,Democratic,Peter Shumlin,114
Orleans,Craftsbury,Governor,,Democratic,Peter Shumlin,134
Rutland,Danby,Governor,,Democratic,Peter Shumlin,144
Caledonia,Danville,Governor,,Democratic,Peter Shumlin,322
Orleans,Derby,Governor,,Democratic,Peter Shumlin,454
Bennington,Dorset,Governor,,Democratic,Peter Shumlin,381
Windham,Dover,Governor,,Democratic,Peter Shumlin,207
Windham,Dummerston,Governor,,Democratic,Peter Shumlin,481
Washington,Duxbury,Governor,,Democratic,Peter Shumlin,176
Essex,East Haven,Governor,,Democratic,Peter Shumlin,23
Washington,East Montpelier,Governor,,Democratic,Peter Shumlin,533
Lamoille,Eden,Governor,,Democratic,Peter Shumlin,77
Lamoille,Elmore,Governor,,Democratic,Peter Shumlin,155
Franklin,Enosburgh,Governor,,Democratic,Peter Shumlin,414
Chittenden,Essex,Governor,,Democratic,Peter Shumlin,2615
Rutland,Fair Haven,Governor,,Democratic,Peter Shumlin,225
Franklin,Fairfax,Governor,,Democratic,Peter Shumlin,507
Franklin,Fairfield,Governor,,Democratic,Peter Shumlin,248
Orange,Fairlee,Governor,,Democratic,Peter Shumlin,223
Washington,Fayston,Governor,,Democratic,Peter Shumlin,287
Addison,Ferrisburgh,Governor,,Democratic,Peter Shumlin,412
Franklin,Fletcher,Governor,,Democratic,Peter Shumlin,159
Franklin,Franklin,Governor,,Democratic,Peter Shumlin,129
Franklin,Georgia,Governor,,Democratic,Peter Shumlin,407
Orleans,Glover,Governor,,Democratic,Peter Shumlin,153
Addison,Goshen,Governor,,Democratic,Peter Shumlin,38
Windham,Grafton,Governor,,Democratic,Peter Shumlin,119
Essex,Granby,Governor,,Democratic,Peter Shumlin,10
Grand Isle,Grand Isle,Governor,,Democratic,Peter Shumlin,365
Addison,Granville,Governor,,Democratic,Peter Shumlin,60
Orleans,Greensboro,Governor,,Democratic,Peter Shumlin,140
Caledonia,Groton,Governor,,Democratic,Peter Shumlin,87
Essex,Guildhall,Governor,,Democratic,Peter Shumlin,38
Windham,Guilford,Governor,,Democratic,Peter Shumlin,412
Windham,Halifax,Governor,,Democratic,Peter Shumlin,120
Addison,Hancock,Governor,,Democratic,Peter Shumlin,43
Caledonia,Hardwick,Governor,,Democratic,Peter Shumlin,346
Windsor,Hartford,Governor,,Democratic,Peter Shumlin,1744
Windsor,Hartland,Governor,,Democratic,Peter Shumlin,615
Franklin,Highgate,Governor,,Democratic,Peter Shumlin,257
Chittenden,Hinesburg,Governor,,Democratic,Peter Shumlin,908
Orleans,Holland,Governor,,Democratic,Peter Shumlin,38
Rutland,Hubbardton,Governor,,Democratic,Peter Shumlin,72
Chittenden,Huntington,Governor,,Democratic,Peter Shumlin,474
Lamoille,Hyde Park,Governor,,Democratic,Peter Shumlin,480
Rutland,Ira,Governor,,Democratic,Peter Shumlin,38
Orleans,Irasburg,Governor,,Democratic,Peter Shumlin,85
Grand Isle,Isle La Motte,Governor,,Democratic,Peter Shumlin,69
Windham,Jamaica,Governor,,Democratic,Peter Shumlin,141
Orleans,Jay,Governor,,Democratic,Peter Shumlin,43
Chittenden,Jericho,Governor,,Democratic,Peter Shumlin,1025
Lamoille,Johnson,Governor,,Democratic,Peter Shumlin,341
Rutland,Killington,Governor,,Democratic,Peter Shumlin,165
Caledonia,Kirby,Governor,,Democratic,Peter Shumlin,42
Bennington,Landgrove,Governor,,Democratic,Peter Shumlin,42
Addison,Leicester,Governor,,Democratic,Peter Shumlin,104
Essex,Lemington,Governor,,Democratic,Peter Shumlin,13
Addison,Lincoln,Governor,,Democratic,Peter Shumlin,345
Windham,Londonderry,Governor,,Democratic,Peter Shumlin,212
Orleans,Lowell,Governor,,Democratic,Peter Shumlin,65
Windsor,Ludlow,Governor,,Democratic,Peter Shumlin,285
Essex,Lunenburg,Governor,,Democratic,Peter Shumlin,90
Caledonia,Lyndon,Governor,,Democratic,Peter Shumlin,357
Essex,Maidstone,Governor,,Democratic,Peter Shumlin,22
Bennington,Manchester,Governor,,Democratic,Peter Shumlin,723
Windham,Marlboro,Governor,,Democratic,Peter Shumlin,271
Washington,Marshfield,Governor,,Democratic,Peter Shumlin,245
Rutland,Mendon,Governor,,Democratic,Peter Shumlin,156
Addison,Middlebury,Governor,,Democratic,Peter Shumlin,1341
Washington,Middlesex,Governor,,Democratic,Peter Shumlin,442
Rutland,Middletown Springs,Governor,,Democratic,Peter Shumlin,161
Chittenden,Milton,Governor,,Democratic,Peter Shumlin,857
Addison,Monkton,Governor,,Democratic,Peter Shumlin,365
Franklin,Montgomery,Governor,,Democratic,Peter Shumlin,224
Washington,Montpelier,Governor,,Democratic,Peter Shumlin,1918
Washington,Moretown,Governor,,Democratic,Peter Shumlin,308
Orleans,Morgan,Governor,,Democratic,Peter Shumlin,49
Lamoille,Morristown,Governor,,Democratic,Peter Shumlin,682
Rutland,Mount Holly,Governor,,Democratic,Peter Shumlin,223
Rutland,Mount Tabor,Governor,,Democratic,Peter Shumlin,25
Addison,New Haven,Governor,,Democratic,Peter Shumlin,341
Caledonia,Newark,Governor,,Democratic,Peter Shumlin,36
Orange,Newbury,Governor,,Democratic,Peter Shumlin,318
Windham,Newfane,Governor,,Democratic,Peter Shumlin,411
Orleans,Newport City,Governor,,Democratic,Peter Shumlin,372
Orleans,Newport Town,Governor,,Democratic,Peter Shumlin,97
Grand Isle,North Hero,Governor,,Democratic,Peter Shumlin,151
Washington,Northfield,Governor,,Democratic,Peter Shumlin,491
Essex,Norton,Governor,,Democratic,Peter Shumlin,10
Windsor,Norwich,Governor,,Democratic,Peter Shumlin,1105
Orange,Orange,Governor,,Democratic,Peter Shumlin,75
Addison,Orwell,Governor,,Democratic,Peter Shumlin,138
Addison,Panton,Governor,,Democratic,Peter Shumlin,84
Rutland,Pawlet,Governor,,Democratic,Peter Shumlin,252
Caledonia,Peacham,Governor,,Democratic,Peter Shumlin,171
Bennington,Peru,Governor,,Democratic,Peter Shumlin,75
Rutland,Pittsfield,Governor,,Democratic,Peter Shumlin,81
Rutland,Pittsford,Governor,,Democratic,Peter Shumlin,305
Washington,Plainfield,Governor,,Democratic,Peter Shumlin,249
Windsor,Plymouth,Governor,,Democratic,Peter Shumlin,88
Windsor,Pomfret,Governor,,Democratic,Peter Shumlin,214
Rutland,Poultney,Governor,,Democratic,Peter Shumlin,356
Bennington,Pownal,Governor,,Democratic,Peter Shumlin,765
Rutland,Proctor,Governor,,Democratic,Peter Shumlin,219
Windham,Putney,Governor,,Democratic,Peter Shumlin,608
Orange,Randolph,Governor,,Democratic,Peter Shumlin,707
Windsor,Reading,Governor,,Democratic,Peter Shumlin,113
Bennington,Readsboro,Governor,,Democratic,Peter Shumlin,131
Franklin,Richford,Governor,,Democratic,Peter Shumlin,174
Chittenden,Richmond,Governor,,Democratic,Peter Shumlin,878
Addison,Ripton,Governor,,Democratic,Peter Shumlin,157
Windsor,Rochester,Governor,,Democratic,Peter Shumlin,256
Windham,Rockingham,Governor,,Democratic,Peter Shumlin,730
Washington,Roxbury,Governor,,Democratic,Peter Shumlin,101
Windsor,Royalton,Governor,,Democratic,Peter Shumlin,366
Bennington,Rupert,Governor,,Democratic,Peter Shumlin,143
Rutland,Rutland City,Governor,,Democratic,Peter Shumlin,1787
Rutland,Rutland Town,Governor,,Democratic,Peter Shumlin,547
Caledonia,Ryegate,Governor,,Democratic,Peter Shumlin,151
Addison,Salisbury,Governor,,Democratic,Peter Shumlin,122
Bennington,Sandgate,Governor,,Democratic,Peter Shumlin,65
Bennington,Searsburg,Governor,,Democratic,Peter Shumlin,9
Bennington,Shaftsbury,Governor,,Democratic,Peter Shumlin,581
Windsor,Sharon,Governor,,Democratic,Peter Shumlin,253
Caledonia,Sheffield,Governor,,Democratic,Peter Shumlin,51
Chittenden,Shelburne,Governor,,Democratic,Peter Shumlin,1542
Franklin,Sheldon,Governor,,Democratic,Peter Shumlin,143
Addison,Shoreham,Governor,,Democratic,Peter Shumlin,166
Rutland,Shrewsbury,Governor,,Democratic,Peter Shumlin,196
Chittenden,South Burlington,Governor,,Democratic,Peter Shumlin,2935
Grand Isle,South Hero,Governor,,Democratic,Peter Shumlin,354
Windsor,Springfield,Governor,,Democratic,Peter Shumlin,967
Franklin,Saint Albans City,Governor,,Democratic,Peter Shumlin,740
Franklin,Saint Albans Town,Governor,,Democratic,Peter Shumlin,656
Chittenden,Saint George,Governor,,Democratic,Peter Shumlin,88
Caledonia,Saint Johnsbury,Governor,,Democratic,Peter Shumlin,728
Bennington,Stamford,Governor,,Democratic,Peter Shumlin,139
Caledonia,Stannard,Governor,,Democratic,Peter Shumlin,37
Addison,Starksboro,Governor,,Democratic,Peter Shumlin,338
Windsor,Stockbridge,Governor,,Democratic,Peter Shumlin,105
Lamoille,Stowe,Governor,,Democratic,Peter Shumlin,641
Orange,Strafford,Governor,,Democratic,Peter Shumlin,315
Windham,Stratton,Governor,,Democratic,Peter Shumlin,32
Rutland,Sudbury,Governor,,Democratic,Peter Shumlin,102
Bennington,Sunderland,Governor,,Democratic,Peter Shumlin,160
Caledonia,Sutton,Governor,,Democratic,Peter Shumlin,80
Franklin,Swanton,Governor,,Democratic,Peter Shumlin,518
Orange,Thetford,Governor,,Democratic,Peter Shumlin,730
Rutland,Tinmouth,Governor,,Democratic,Peter Shumlin,93
Orange,Topsham,Governor,,Democratic,Peter Shumlin,90
Windham,Townshend,Governor,,Democratic,Peter Shumlin,202
Orleans,Troy,Governor,,Democratic,Peter Shumlin,139
Orange,Tunbridge,Governor,,Democratic,Peter Shumlin,248
Chittenden,Underhill,Governor,,Democratic,Peter Shumlin,648
Addison,Vergennes,Governor,,Democratic,Peter Shumlin,351
Windham,Vernon,Governor,,Democratic,Peter Shumlin,153
Orange,Vershire,Governor,,Democratic,Peter Shumlin,114
Essex,Victory,Governor,,Democratic,Peter Shumlin,1
Washington,Waitsfield,Governor,,Democratic,Peter Shumlin,419
Caledonia,Walden,Governor,,Democratic,Peter Shumlin,139
Rutland,Wallingford,Governor,,Democratic,Peter Shumlin,284
Addison,Waltham,Governor,,Democratic,Peter Shumlin,78
Windham,Wardsboro,Governor,,Democratic,Peter Shumlin,153
Washington,Warren,Governor,,Democratic,Peter Shumlin,403
Orange,Washington,Governor,,Democratic,Peter Shumlin,99
Washington,Waterbury,Governor,,Democratic,Peter Shumlin,828
Caledonia,Waterford,Governor,,Democratic,Peter Shumlin,136
Lamoille,Waterville,Governor,,Democratic,Peter Shumlin,75
Windsor,Weathersfield,Governor,,Democratic,Peter Shumlin,380
Rutland,Wells,Governor,,Democratic,Peter Shumlin,153
Orange,West Fairlee,Governor,,Democratic,Peter Shumlin,79
Rutland,West Haven,Governor,,Democratic,Peter Shumlin,36
Rutland,West Rutland,Governor,,Democratic,Peter Shumlin,184
Windsor,West Windsor,Governor,,Democratic,Peter Shumlin,248
Orleans,Westfield,Governor,,Democratic,Peter Shumlin,62
Chittenden,Westford,Governor,,Democratic,Peter Shumlin,319
Windham,Westminster,Governor,,Democratic,Peter Shumlin,675
Orleans,Westmore,Governor,,Democratic,Peter Shumlin,43
Windsor,Weston,Governor,,Democratic,Peter Shumlin,157
Addison,Weybridge,Governor,,Democratic,Peter Shumlin,224
Caledonia,Wheelock,Governor,,Democratic,Peter Shumlin,64
Addison,Whiting,Governor,,Democratic,Peter Shumlin,43
Windham,Whitingham,Governor,,Democratic,Peter Shumlin,153
Orange,Williamstown,Governor,,Democratic,Peter Shumlin,320
Chittenden,Williston,Governor,,Democratic,Peter Shumlin,1404
Windham,Wilmington,Governor,,Democratic,Peter Shumlin,309
Windham,Windham,Governor,,Democratic,Peter Shumlin,73
Windsor,Windsor,Governor,,Democratic,Peter Shumlin,573
Bennington,Winhall,Governor,,Democratic,Peter Shumlin,123
Chittenden,Winooski,Governor,,Democratic,Peter Shumlin,827
Lamoille,Wolcott,Governor,,Democratic,Peter Shumlin,209
Washington,Woodbury,Governor,,Democratic,Peter Shumlin,158
Bennington,Woodford,Governor,,Democratic,Peter Shumlin,77
Windsor,Woodstock,Governor,,Democratic,Peter Shumlin,708
Washington,Worcester,Governor,,Democratic,Peter Shumlin,198
Addison,Addison,Governor,,Republican,Scott Milne,335
Orleans,Albany,Governor,,Republican,Scott Milne,167
Grand Isle,Alburgh,Governor,,Republican,Scott Milne,317
Windsor,Andover,Governor,,Republican,Scott Milne,96
Bennington,Arlington,Governor,,Republican,Scott Milne,327
Windham,Athens,Governor,,Republican,Scott Milne,40
Franklin,Bakersfield,Governor,,Republican,Scott Milne,179
Windsor,Baltimore,Governor,,Republican,Scott Milne,40
Windsor,Barnard,Governor,,Republican,Scott Milne,199
Caledonia,Barnet,Governor,,Republican,Scott Milne,323
Washington,Barre City,Governor,,Republican,Scott Milne,1174
Washington,Barre Town,Governor,,Republican,Scott Milne,1980
Orleans,Barton,Governor,,Republican,Scott Milne,411
Lamoille,Belvidere,Governor,,Republican,Scott Milne,63
Bennington,Bennington,Governor,,Republican,Scott Milne,1148
Rutland,Benson,Governor,,Republican,Scott Milne,128
Franklin,Berkshire,Governor,,Republican,Scott Milne,227
Washington,Berlin,Governor,,Republican,Scott Milne,484
Windsor,Bethel,Governor,,Republican,Scott Milne,300
Essex,Bloomfield,Governor,,Republican,Scott Milne,31
Chittenden,Bolton,Governor,,Republican,Scott Milne,180
Orange,Bradford,Governor,,Republican,Scott Milne,283
Orange,Braintree,Governor,,Republican,Scott Milne,205
Rutland,Brandon,Governor,,Republican,Scott Milne,675
Windham,Brattleboro,Governor,,Republican,Scott Milne,624
Windsor,Bridgewater,Governor,,Republican,Scott Milne,146
Addison,Bridport,Governor,,Republican,Scott Milne,269
Essex,Brighton,Governor,,Republican,Scott Milne,221
Addison,Bristol,Governor,,Republican,Scott Milne,665
Orange,Brookfield,Governor,,Republican,Scott Milne,249
Windham,Brookline,Governor,,Republican,Scott Milne,56
Orleans,Brownington,Governor,,Republican,Scott Milne,202
Essex,Brunswick,Governor,,Republican,Scott Milne,16
Caledonia,Burke,Governor,,Republican,Scott Milne,271
Chittenden,Burlington,Governor,,Republican,Scott Milne,2276
Washington,Cabot,Governor,,Republican,Scott Milne,221
Washington,Calais,Governor,,Republican,Scott Milne,249
Lamoille,Cambridge,Governor,,Republican,Scott Milne,486
Essex,Canaan,Governor,,Republican,Scott Milne,96
Rutland,Castleton,Governor,,Republican,Scott Milne,628
Windsor,Cavendish,Governor,,Republican,Scott Milne,203
Orleans,Charleston,Governor,,Republican,Scott Milne,162
Chittenden,Charlotte,Governor,,Republican,Scott Milne,619
Orange,Chelsea,Governor,,Republican,Scott Milne,315
Windsor,Chester,Governor,,Republican,Scott Milne,355
Rutland,Chittenden,Governor,,Republican,Scott Milne,284
Rutland,Clarendon,Governor,,Republican,Scott Milne,481
Chittenden,Colchester,Governor,,Republican,Scott Milne,2262
Essex,Concord,Governor,,Republican,Scott Milne,181
Orange,Corinth,Governor,,Republican,Scott Milne,221
Addison,Cornwall,Governor,,Republican,Scott Milne,191
Orleans,Coventry,Governor,,Republican,Scott Milne,178
Orleans,Craftsbury,Governor,,Republican,Scott Milne,203
Rutland,Danby,Governor,,Republican,Scott Milne,250
Caledonia,Danville,Governor,,Republican,Scott Milne,450
Orleans,Derby,Governor,,Republican,Scott Milne,884
Bennington,Dorset,Governor,,Republican,Scott Milne,425
Windham,Dover,Governor,,Republican,Scott Milne,239
Windham,Dummerston,Governor,,Republican,Scott Milne,187
Washington,Duxbury,Governor,,Republican,Scott Milne,270
Essex,East Haven,Governor,,Republican,Scott Milne,41
Washington,East Montpelier,Governor,,Republican,Scott Milne,440
Lamoille,Eden,Governor,,Republican,Scott Milne,178
Lamoille,Elmore,Governor,,Republican,Scott Milne,150
Franklin,Enosburgh,Governor,,Republican,Scott Milne,457
Chittenden,Essex,Governor,,Republican,Scott Milne,2963
Rutland,Fair Haven,Governor,,Republican,Scott Milne,408
Franklin,Fairfax,Governor,,Republican,Scott Milne,751
Franklin,Fairfield,Governor,,Republican,Scott Milne,343
Orange,Fairlee,Governor,,Republican,Scott Milne,123
Washington,Fayston,Governor,,Republican,Scott Milne,206
Addison,Ferrisburgh,Governor,,Republican,Scott Milne,535
Franklin,Fletcher,Governor,,Republican,Scott Milne,170
Franklin,Franklin,Governor,,Republican,Scott Milne,274
Franklin,Georgia,Governor,,Republican,Scott Milne,862
Orleans,Glover,Governor,,Republican,Scott Milne,213
Addison,Goshen,Governor,,Republican,Scott Milne,32
Windham,Grafton,Governor,,Republican,Scott Milne,101
Essex,Granby,Governor,,Republican,Scott Milne,16
Grand Isle,Grand Isle,Governor,,Republican,Scott Milne,467
Addison,Granville,Governor,,Republican,Scott Milne,26
Orleans,Greensboro,Governor,,Republican,Scott Milne,91
Caledonia,Groton,Governor,,Republican,Scott Milne,209
Essex,Guildhall,Governor,,Republican,Scott Milne,60
Windham,Guilford,Governor,,Republican,Scott Milne,175
Windham,Halifax,Governor,,Republican,Scott Milne,85
Addison,Hancock,Governor,,Republican,Scott Milne,46
Caledonia,Hardwick,Governor,,Republican,Scott Milne,454
Windsor,Hartford,Governor,,Republican,Scott Milne,1044
Windsor,Hartland,Governor,,Republican,Scott Milne,458
Franklin,Highgate,Governor,,Republican,Scott Milne,639
Chittenden,Hinesburg,Governor,,Republican,Scott Milne,627
Orleans,Holland,Governor,,Republican,Scott Milne,117
Rutland,Hubbardton,Governor,,Republican,Scott Milne,116
Chittenden,Huntington,Governor,,Republican,Scott Milne,245
Lamoille,Hyde Park,Governor,,Republican,Scott Milne,640
Rutland,Ira,Governor,,Republican,Scott Milne,93
Orleans,Irasburg,Governor,,Republican,Scott Milne,210
Grand Isle,Isle La Motte,Governor,,Republican,Scott Milne,128
Windham,Jamaica,Governor,,Republican,Scott Milne,83
Orleans,Jay,Governor,,Republican,Scott Milne,69
Chittenden,Jericho,Governor,,Republican,Scott Milne,988
Lamoille,Johnson,Governor,,Republican,Scott Milne,356
Rutland,Killington,Governor,,Republican,Scott Milne,230
Caledonia,Kirby,Governor,,Republican,Scott Milne,90
Bennington,Landgrove,Governor,,Republican,Scott Milne,30
Addison,Leicester,Governor,,Republican,Scott Milne,166
Essex,Lemington,Governor,,Republican,Scott Milne,21
Addison,Lincoln,Governor,,Republican,Scott Milne,234
Windham,Londonderry,Governor,,Republican,Scott Milne,220
Orleans,Lowell,Governor,,Republican,Scott Milne,170
Windsor,Ludlow,Governor,,Republican,Scott Milne,350
Essex,Lunenburg,Governor,,Republican,Scott Milne,192
Caledonia,Lyndon,Governor,,Republican,Scott Milne,759
Essex,Maidstone,Governor,,Republican,Scott Milne,35
Bennington,Manchester,Governor,,Republican,Scott Milne,757
Windham,Marlboro,Governor,,Republican,Scott Milne,67
Washington,Marshfield,Governor,,Republican,Scott Milne,268
Rutland,Mendon,Governor,,Republican,Scott Milne,252
Addison,Middlebury,Governor,,Republican,Scott Milne,733
Washington,Middlesex,Governor,,Republican,Scott Milne,291
Rutland,Middletown Springs,Governor,,Republican,Scott Milne,167
Chittenden,Milton,Governor,,Republican,Scott Milne,1656
Addison,Monkton,Governor,,Republican,Scott Milne,397
Franklin,Montgomery,Governor,,Republican,Scott Milne,153
Washington,Montpelier,Governor,,Republican,Scott Milne,758
Washington,Moretown,Governor,,Republican,Scott Milne,291
Orleans,Morgan,Governor,,Republican,Scott Milne,153
Lamoille,Morristown,Governor,,Republican,Scott Milne,813
Rutland,Mount Holly,Governor,,Republican,Scott Milne,245
Rutland,Mount Tabor,Governor,,Republican,Scott Milne,30
Addison,New Haven,Governor,,Republican,Scott Milne,363
Caledonia,Newark,Governor,,Republican,Scott Milne,112
Orange,Newbury,Governor,,Republican,Scott Milne,271
Windham,Newfane,Governor,,Republican,Scott Milne,156
Orleans,Newport City,Governor,,Republican,Scott Milne,590
Orleans,Newport Town,Governor,,Republican,Scott Milne,286
Grand Isle,North Hero,Governor,,Republican,Scott Milne,235
Washington,Northfield,Governor,,Republican,Scott Milne,790
Essex,Norton,Governor,,Republican,Scott Milne,31
Windsor,Norwich,Governor,,Republican,Scott Milne,225
Orange,Orange,Governor,,Republican,Scott Milne,241
Addison,Orwell,Governor,,Republican,Scott Milne,245
Addison,Panton,Governor,,Republican,Scott Milne,121
Rutland,Pawlet,Governor,,Republican,Scott Milne,200
Caledonia,Peacham,Governor,,Republican,Scott Milne,131
Bennington,Peru,Governor,,Republican,Scott Milne,65
Rutland,Pittsfield,Governor,,Republican,Scott Milne,95
Rutland,Pittsford,Governor,,Republican,Scott Milne,590
Washington,Plainfield,Governor,,Republican,Scott Milne,152
Windsor,Plymouth,Governor,,Republican,Scott Milne,137
Windsor,Pomfret,Governor,,Republican,Scott Milne,186
Rutland,Poultney,Governor,,Republican,Scott Milne,457
Bennington,Pownal,Governor,,Republican,Scott Milne,334
Rutland,Proctor,Governor,,Republican,Scott Milne,270
Windham,Putney,Governor,,Republican,Scott Milne,128
Orange,Randolph,Governor,,Republican,Scott Milne,721
Windsor,Reading,Governor,,Republican,Scott Milne,108
Bennington,Readsboro,Governor,,Republican,Scott Milne,90
