county,office,district,town,precinct,candidate,party,votes,state_election_id
Addison,State House,ADD-3,Waltham,,John B. Spencer,Democratic,86,68174
Addison,State House,ADD-3,Addison,,Write-ins,,0,68174
Addison,State House,ADD-3,Ferrisburgh,,Write-ins,,4,68174
Addison,State House,ADD-3,Panton,,Write-ins,,0,68174
Addison,State House,ADD-3,Vergennes,,Write-ins,,0,68174
Addison,State House,ADD-3,Waltham,,Write-ins,,0,68174
Addison,State House,ADD-3,Addison,,Blanks,,81,68174
Addison,State House,ADD-3,Ferrisburgh,,Blanks,,215,68174
Addison,State House,ADD-3,Panton,,Blanks,,0,68174
Addison,State House,ADD-3,Vergennes,,Blanks,,0,68174
Addison,State House,ADD-3,Waltham,,Blanks,,0,68174
Addison,State House,ADD-3,Addison,,Total Votes Cast,Liberty Union,1110,68174
Addison,State House,ADD-3,Ferrisburgh,,Total Votes Cast,Liberty Union,2060,68174
Addison,State House,ADD-3,Panton,,Total Votes Cast,Liberty Union,423,68174
Addison,State House,ADD-3,Vergennes,,Total Votes Cast,Liberty Union,1445,68174
Addison,State House,ADD-3,Waltham,,Total Votes Cast,Liberty Union,360,68174
Addison,State House,ADD-4,Bristol,,Fred K. Baser,Republican,887,68196
Addison,State House,ADD-4,Lincoln,,Fred K. Baser,Republican,291,68196
Addison,State House,ADD-4,Monkton,,Fred K. Baser,Republican,387,68196
Addison,State House,ADD-4,Starksboro,,Fred K. Baser,Republican,313,68196
Addison,State House,ADD-4,Bristol,,Dave Sharpe,Democratic,667,68196
Addison,State House,ADD-4,Lincoln,,Dave Sharpe,Democratic,338,68196
Addison,State House,ADD-4,Monkton,,Dave Sharpe,Democratic,420,68196
Addison,State House,ADD-4,Starksboro,,Dave Sharpe,Democratic,342,68196
Addison,State House,ADD-4,Bristol,,Michael Fisher,Democratic,640,68196
Addison,State House,ADD-4,Lincoln,,Michael Fisher,Democratic,374,68196
Addison,State House,ADD-4,Monkton,,Michael Fisher,Democratic,392,68196
Addison,State House,ADD-4,Starksboro,,Michael Fisher,Democratic,334,68196
Addison,State House,ADD-4,Bristol,,Valerie Mullin,Republican,621,68196
Addison,State House,ADD-4,Lincoln,,Valerie Mullin,Republican,210,68196
Addison,State House,ADD-4,Monkton,,Valerie Mullin,Republican,408,68196
Addison,State House,ADD-4,Starksboro,,Valerie Mullin,Republican,280,68196
Addison,State House,ADD-4,Bristol,,Write-ins,,2,68196
Addison,State House,ADD-4,Lincoln,,Write-ins,,0,68196
Addison,State House,ADD-4,Monkton,,Write-ins,,0,68196
Addison,State House,ADD-4,Starksboro,,Write-ins,,0,68196
Addison,State House,ADD-4,Bristol,,Blanks,,303,68196
Addison,State House,ADD-4,Lincoln,,Blanks,,0,68196
Addison,State House,ADD-4,Monkton,,Blanks,,0,68196
Addison,State House,ADD-4,Starksboro,,Blanks,,0,68196
Addison,State House,ADD-4,Bristol,,Total Votes Cast,Liberty Union,3120,68196
Addison,State House,ADD-4,Lincoln,,Total Votes Cast,Liberty Union,1213,68196
Addison,State House,ADD-4,Monkton,,Total Votes Cast,Liberty Union,1607,68196
Addison,State House,ADD-4,Starksboro,,Total Votes Cast,Liberty Union,1269,68196
Addison,State House,ADD-5,Bridport,,Harvey Smith,Republican,282,68195
Addison,State House,ADD-5,New Haven,,Harvey Smith,Republican,429,68195
Addison,State House,ADD-5,Weybridge,,Harvey Smith,Republican,184,68195
Addison,State House,ADD-5,Bridport,,Susan Smiley,Democratic,159,68195
Addison,State House,ADD-5,New Haven,,Susan Smiley,Democratic,331,68195
Addison,State House,ADD-5,Weybridge,,Susan Smiley,Democratic,210,68195
Addison,State House,ADD-5,Bridport,,Write-ins,,0,68195
Addison,State House,ADD-5,New Haven,,Write-ins,,0,68195
Addison,State House,ADD-5,Weybridge,,Write-ins,,0,68195
Addison,State House,ADD-5,Bridport,,Blanks,,7,68195
Addison,State House,ADD-5,New Haven,,Blanks,,0,68195
Addison,State House,ADD-5,Weybridge,,Blanks,,0,68195
Addison,State House,ADD-5,Bridport,,Total Votes Cast,Liberty Union,448,68195
Addison,State House,ADD-5,New Haven,,Total Votes Cast,Liberty Union,760,68195
Addison,State House,ADD-5,Weybridge,,Total Votes Cast,Liberty Union,394,68195
Rutland,State House,ADD-RUT,Benson,,Alyson Eastman,Independent,189,68253
Addison,State House,ADD-RUT,Orwell,,Alyson Eastman,Independent,361,68253
Addison,State House,ADD-RUT,Shoreham,,Alyson Eastman,Independent,331,68253
Addison,State House,ADD-RUT,Whiting,,Alyson Eastman,Independent,90,68253
Rutland,State House,ADD-RUT,Benson,,Write-ins,,4,68253
Addison,State House,ADD-RUT,Orwell,,Write-ins,,0,68253
Addison,State House,ADD-RUT,Shoreham,,Write-ins,,0,68253
Addison,State House,ADD-RUT,Whiting,,Write-ins,,0,68253
Rutland,State House,ADD-RUT,Benson,,Blanks,,62,68253
Addison,State House,ADD-RUT,Orwell,,Blanks,,0,68253
Addison,State House,ADD-RUT,Shoreham,,Blanks,,0,68253
Addison,State House,ADD-RUT,Whiting,,Blanks,,0,68253
Rutland,State House,ADD-RUT,Benson,,Total Votes Cast,Liberty Union,255,68253
Addison,State House,ADD-RUT,Orwell,,Total Votes Cast,Liberty Union,361,68253
Addison,State House,ADD-RUT,Shoreham,,Total Votes Cast,Liberty Union,331,68253
Addison,State House,ADD-RUT,Whiting,,Total Votes Cast,Liberty Union,90,68253
Bennington,State House,BEN-1,Pownal,,Bill Botzow,Democratic,1004,68233
Bennington,State House,BEN-1,Woodford,,Bill Botzow,Democratic,97,68233
Bennington,State House,BEN-1,Pownal,,James A. O Connor,Independent,235,68233
Bennington,State House,BEN-1,Woodford,,James A. O Connor,Independent,14,68233
Bennington,State House,BEN-1,Pownal,,Write-ins,,0,68233
Bennington,State House,BEN-1,Woodford,,Write-ins,,0,68233
Bennington,State House,BEN-1,Pownal,,Blanks,,0,68233
Bennington,State House,BEN-1,Woodford,,Blanks,,0,68233
Bennington,State House,BEN-1,Pownal,,Total Votes Cast,Liberty Union,1239,68233
Bennington,State House,BEN-1,Woodford,,Total Votes Cast,Liberty Union,111,68233
Bennington,State House,BEN-2-1,Bennington,,Timothy R. Corcoran,Democratic,1632,68185
Bennington,State House,BEN-2-1,Bennington,,Rachael Fields,Democratic,1156,68185
Bennington,State House,BEN-2-1,Bennington,,Write-ins,,46,68185
Bennington,State House,BEN-2-1,Bennington,,Blanks,Liberty Union,1254,68185
Bennington,State House,BEN-2-1,Bennington,,Total Votes Cast,Liberty Union,4088,68185
Bennington,State House,BEN-2-2,Bennington,,Mary A. Morrissey,Republican,1241,68186
Bennington,State House,BEN-2-2,Bennington,,Kiah Morris,Democratic,873,68186
Bennington,State House,BEN-2-2,Bennington,,Joann Erenhouse,Democratic,797,68186
Bennington,State House,BEN-2-2,Bennington,,Write-ins,,10,68186
Bennington,State House,BEN-2-2,Bennington,,Blanks,,857,68186
Bennington,State House,BEN-2-2,Bennington,,Total Votes Cast,Liberty Union,3778,68186
Bennington,State House,BEN-3,Shaftsbury,,Alice Miller,Democratic,768,68243
Bennington,State House,BEN-3,Sunderland,,Alice Miller,Democratic,55,68243
Bennington,State House,BEN-3,Shaftsbury,,Write-ins,,0,68243
Bennington,State House,BEN-3,Sunderland,,Write-ins,,0,68243
Bennington,State House,BEN-3,Shaftsbury,,Blanks,,0,68243
Bennington,State House,BEN-3,Sunderland,,Blanks,,0,68243
Bennington,State House,BEN-3,Shaftsbury,,Total Votes Cast,,768,68243
Bennington,State House,BEN-3,Sunderland,,Total Votes Cast,,55,68243
Bennington,State House,BEN-4,Arlington,,Cynthia Browning,Democratic,498,68177
Bennington,State House,BEN-4,Manchester,,Cynthia Browning,Democratic,674,68177
Bennington,State House,BEN-4,Sandgate,,Cynthia Browning,Democratic,93,68177
Bennington,State House,BEN-4,Sunderland,,Cynthia Browning,Democratic,139,68177
Bennington,State House,BEN-4,Arlington,,Steve Berry,Democratic,364,68177
Bennington,State House,BEN-4,Manchester,,Steve Berry,Democratic,785,68177
Bennington,State House,BEN-4,Sandgate,,Steve Berry,Democratic,55,68177
Bennington,State House,BEN-4,Sunderland,,Steve Berry,Democratic,91,68177
Bennington,State House,BEN-4,Arlington,,Judy Livingston,Republican,331,68177
Bennington,State House,BEN-4,Manchester,,Judy Livingston,Republican,746,68177
Bennington,State House,BEN-4,Sandgate,,Judy Livingston,Republican,48,68177
Bennington,State House,BEN-4,Sunderland,,Judy Livingston,Republican,97,68177
Bennington,State House,BEN-4,Arlington,,Tony Dupont,Republican,189,68177
Bennington,State House,BEN-4,Manchester,,Tony Dupont,Republican,457,68177
Bennington,State House,BEN-4,Sandgate,,Tony Dupont,Republican,28,68177
Bennington,State House,BEN-4,Sunderland,,Tony Dupont,Republican,62,68177
Bennington,State House,BEN-4,Arlington,,Write-ins,,2,68177
Bennington,State House,BEN-4,Manchester,,Write-ins,,0,68177
Bennington,State House,BEN-4,Sandgate,,Write-ins,,0,68177
Bennington,State House,BEN-4,Sunderland,,Write-ins,,0,68177
Bennington,State House,BEN-4,Arlington,,Blanks,,206,68177
Bennington,State House,BEN-4,Manchester,,Blanks,,0,68177
Bennington,State House,BEN-4,Sandgate,,Blanks,,0,68177
Bennington,State House,BEN-4,Sunderland,,Blanks,,0,68177
Bennington,State House,BEN-4,Arlington,,Total Votes Cast,Liberty Union,1590,68177
Bennington,State House,BEN-4,Manchester,,Total Votes Cast,Liberty Union,2662,68177
Bennington,State House,BEN-4,Sandgate,,Total Votes Cast,Liberty Union,224,68177
Bennington,State House,BEN-4,Sunderland,,Total Votes Cast,Liberty Union,389,68177
Rutland,State House,BEN-RUT,Danby,,Patti Komline,Republican,277,68213
Bennington,State House,BEN-RUT,Dorset,,Patti Komline,Republican,561,68213
Bennington,State House,BEN-RUT,Landgrove,,Patti Komline,Republican,53,68213
Rutland,State House,BEN-RUT,Mount Tabor,,Patti Komline,Republican,39,68213
Bennington,State House,BEN-RUT,Peru,,Patti Komline,Republican,88,68213
Rutland,State House,BEN-RUT,Danby,,Mary Barrosse Schwartz,Democratic,147,68213
Bennington,State House,BEN-RUT,Dorset,,Mary Barrosse Schwartz,Democratic,292,68213
Bennington,State House,BEN-RUT,Landgrove,,Mary Barrosse Schwartz,Democratic,24,68213
Rutland,State House,BEN-RUT,Mount Tabor,,Mary Barrosse Schwartz,Democratic,21,68213
Bennington,State House,BEN-RUT,Peru,,Mary Barrosse Schwartz,Democratic,54,68213
Rutland,State House,BEN-RUT,Danby,,Write-ins,,0,68213
Bennington,State House,BEN-RUT,Dorset,,Write-ins,,2,68213
Bennington,State House,BEN-RUT,Landgrove,,Write-ins,,0,68213
Rutland,State House,BEN-RUT,Mount Tabor,,Write-ins,,0,68213
Bennington,State House,BEN-RUT,Peru,,Write-ins,,0,68213
Rutland,State House,BEN-RUT,Danby,,Blanks,,18,68213
Bennington,State House,BEN-RUT,Dorset,,Blanks,,8,68213
Bennington,State House,BEN-RUT,Landgrove,,Blanks,,0,68213
Rutland,State House,BEN-RUT,Mount Tabor,,Blanks,,0,68213
Bennington,State House,BEN-RUT,Peru,,Blanks,,0,68213
Rutland,State House,BEN-RUT,Danby,,Total Votes Cast,Liberty Union,442,68213
Bennington,State House,BEN-RUT,Dorset,,Total Votes Cast,Liberty Union,863,68213
Bennington,State House,BEN-RUT,Landgrove,,Total Votes Cast,Liberty Union,77,68213
Rutland,State House,BEN-RUT,Mount Tabor,,Total Votes Cast,Liberty Union,60,68213
Bennington,State House,BEN-RUT,Peru,,Total Votes Cast,Liberty Union,142,68213
Caledonia,State House,CAL-1,Barnet,,Marcia Robinson Martel,Republican,341,68181
Caledonia,State House,CAL-1,Ryegate,,Marcia Robinson Martel,Republican,200,68181
Caledonia,State House,CAL-1,Waterford,,Marcia Robinson Martel,Republican,353,68181
Caledonia,State House,CAL-1,Barnet,,Claudette Sortino,Democratic,258,68181
Caledonia,State House,CAL-1,Ryegate,,Claudette Sortino,Democratic,194,68181
Caledonia,State House,CAL-1,Waterford,,Claudette Sortino,Democratic,129,68181
Caledonia,State House,CAL-1,Barnet,,Write-ins,,7,68181
Caledonia,State House,CAL-1,Ryegate,,Write-ins,,0,68181
Caledonia,State House,CAL-1,Waterford,,Write-ins,,0,68181
Caledonia,State House,CAL-1,Barnet,,Blanks,,21,68181
Caledonia,State House,CAL-1,Ryegate,,Blanks,,0,68181
Caledonia,State House,CAL-1,Waterford,,Blanks,,0,68181
Caledonia,State House,CAL-1,Barnet,,Total Votes Cast,Liberty Union,627,68181
Caledonia,State House,CAL-1,Ryegate,,Total Votes Cast,Liberty Union,394,68181
Caledonia,State House,CAL-1,Waterford,,Total Votes Cast,Liberty Union,482,68181
Caledonia,State House,CAL-2,Hardwick,,Chip Troiano,Democratic,440,68224
Caledonia,State House,CAL-2,Stannard,,Chip Troiano,Democratic,76,68224
Caledonia,State House,CAL-2,Walden,,Chip Troiano,Democratic,199,68224
Caledonia,State House,CAL-2,Hardwick,,Lawrence W. Hamel,Republican,459,68224
Caledonia,State House,CAL-2,Stannard,,Lawrence W. Hamel,Republican,11,68224
Caledonia,State House,CAL-2,Walden,,Lawrence W. Hamel,Republican,154,68224
Caledonia,State House,CAL-2,Hardwick,,Write-ins,,1,68224
Caledonia,State House,CAL-2,Stannard,,Write-ins,,0,68224
Caledonia,State House,CAL-2,Walden,,Write-ins,,0,68224
Caledonia,State House,CAL-2,Hardwick,,Blanks,,20,68224
Caledonia,State House,CAL-2,Stannard,,Blanks,,0,68224
Caledonia,State House,CAL-2,Walden,,Blanks,,0,68224
Caledonia,State House,CAL-2,Hardwick,,Total Votes Cast,Liberty Union,920,68224
Caledonia,State House,CAL-2,Stannard,,Total Votes Cast,Liberty Union,87,68224
Caledonia,State House,CAL-2,Walden,,Total Votes Cast,Liberty Union,353,68224
Caledonia,State House,CAL-3,Saint Johnsbury,,Scott Beck,Republican,1085,68242
Caledonia,State House,CAL-3,Saint Johnsbury,,Janssen Willhoit,Republican,830,68242
Caledonia,State House,CAL-3,Saint Johnsbury,,Michelle Fay,Democratic,803,68242
Caledonia,State House,CAL-3,Saint Johnsbury,,Bob South,Democratic,759,68242
Caledonia,State House,CAL-3,Saint Johnsbury,,Write-ins,,0,68242
Caledonia,State House,CAL-3,Saint Johnsbury,,Blanks,,0,68242
Caledonia,State House,CAL-3,Saint Johnsbury,,Total Votes Cast,Liberty Union,3477,68242
Caledonia,State House,CAL-4,Burke,,Richard Lawrence,Republican,350,68262
Caledonia,State House,CAL-4,Lyndon,,Richard Lawrence,Republican,989,68262
Caledonia,State House,CAL-4,Sutton,,Richard Lawrence,Republican,205,68262
Caledonia,State House,CAL-4,Burke,,Martha Feltus,Republican,349,68262
Caledonia,State House,CAL-4,Lyndon,,Martha Feltus,Republican,981,68262
Caledonia,State House,CAL-4,Sutton,,Martha Feltus,Republican,175,68262
Caledonia,State House,CAL-4,Burke,,Write-ins,,3,68262
Caledonia,State House,CAL-4,Lyndon,,Write-ins,,24,68262
Caledonia,State House,CAL-4,Sutton,,Write-ins,,5,68262
Caledonia,State House,CAL-4,Burke,,Blanks,,214,68262
Caledonia,State House,CAL-4,Lyndon,,Blanks,,492,68262
Caledonia,State House,CAL-4,Sutton,,Blanks,,115,68262
Caledonia,State House,CAL-4,Burke,,Total Votes Cast,Liberty Union,916,68262
Caledonia,State House,CAL-4,Lyndon,,Total Votes Cast,Liberty Union,2486,68262
Caledonia,State House,CAL-4,Sutton,,Total Votes Cast,Liberty Union,500,68262
Washington,State House,CAL-WAS,Cabot,,Catherine Toll,Democratic,375,68204
Caledonia,State House,CAL-WAS,Danville,,Catherine Toll,Democratic,670,68204
Caledonia,State House,CAL-WAS,Peacham,,Catherine Toll,Democratic,279,68204
Washington,State House,CAL-WAS,Cabot,,Write-ins,,7,68204
Caledonia,State House,CAL-WAS,Danville,,Write-ins,,16,68204
Caledonia,State House,CAL-WAS,Peacham,,Write-ins,,0,68204
Washington,State House,CAL-WAS,Cabot,,Blanks,,108,68204
Caledonia,State House,CAL-WAS,Danville,,Blanks,,153,68204
Caledonia,State House,CAL-WAS,Peacham,,Blanks,,0,68204
Washington,State House,CAL-WAS,Cabot,,Total Votes Cast,Liberty Union,490,68204
Caledonia,State House,CAL-WAS,Danville,,Total Votes Cast,Liberty Union,839,68204
Caledonia,State House,CAL-WAS,Peacham,,Total Votes Cast,Liberty Union,279,68204
Chittenden,State House,CHT-1,Richmond,,Anne T. O Brien,Democratic,1316,68234
Chittenden,State House,CHT-1,Richmond,,Write-ins,,0,68234
Chittenden,State House,CHT-1,Richmond,,Blanks,,0,68234
Chittenden,State House,CHT-1,Richmond,,Total Votes Cast,Liberty Union,1316,68234
Chittenden,State House,CHT-10,Milton,,Don Turner,Republican,2012,68272
Chittenden,State House,CHT-10,Milton,,Ronald E. Hubert,Republican,1691,68272
Chittenden,State House,CHT-10,Milton,,Write-ins,,36,68272
Chittenden,State House,CHT-10,Milton,,Blanks,Liberty Union,1071,68272
Chittenden,State House,CHT-10,Milton,,Total Votes Cast,Liberty Union,4810,68272
Chittenden,State House,CHT-2,Williston,,Jim McCullough,Democratic,2237,68251
Chittenden,State House,CHT-2,Williston,,Terry Macaig,Democratic,2121,68251
Chittenden,State House,CHT-2,Williston,,Write-ins,,0,68251
Chittenden,State House,CHT-2,Williston,,Blanks,,0,68251
Chittenden,State House,CHT-2,Williston,,Total Votes Cast,Liberty Union,4358,68251
Chittenden,State House,CHT-3,Jericho,,Bill Frank,Democratic,1118,68228
Chittenden,State House,CHT-3,Underhill,,Bill Frank,Democratic,769,68228
Chittenden,State House,CHT-3,Jericho,,George Till,Democratic,1212,68228
Chittenden,State House,CHT-3,Underhill,,George Till,Democratic,646,68228
Chittenden,State House,CHT-3,Jericho,,Debbie Rackliff,Republican,997,68228
Chittenden,State House,CHT-3,Underhill,,Debbie Rackliff,Republican,578,68228
Chittenden,State House,CHT-3,Jericho,,Kyle Walker,Republican,690,68228
Chittenden,State House,CHT-3,Underhill,,Kyle Walker,Republican,402,68228
Chittenden,State House,CHT-3,Jericho,,Write-ins,,0,68228
Chittenden,State House,CHT-3,Underhill,,Write-ins,,0,68228
Chittenden,State House,CHT-3,Jericho,,Blanks,,0,68228
Chittenden,State House,CHT-3,Underhill,,Blanks,,0,68228
Chittenden,State House,CHT-3,Jericho,,Total Votes Cast,,4017,68228
Chittenden,State House,CHT-3,Underhill,,Total Votes Cast,,2395,68228
Chittenden,State House,CHT-4-1,Charlotte,,Mike Yantachka,Democratic,891,68207
Chittenden,State House,CHT-4-1,Hinesburg,,Mike Yantachka,Democratic,10,68207
Chittenden,State House,CHT-4-1,Charlotte,,Ed Stone,Republican,569,68207
Chittenden,State House,CHT-4-1,Hinesburg,,Ed Stone,Republican,2,68207
Chittenden,State House,CHT-4-1,Charlotte,,Write-ins,,4,68207
Chittenden,State House,CHT-4-1,Hinesburg,,Write-ins,,0,68207
Chittenden,State House,CHT-4-1,Charlotte,,Blanks,,77,68207
Chittenden,State House,CHT-4-1,Hinesburg,,Blanks,,1,68207
Chittenden,State House,CHT-4-1,Charlotte,,Total Votes Cast,,1541,68207
Chittenden,State House,CHT-4-1,Hinesburg,,Total Votes Cast,,13,68207
Chittenden,State House,CHT-4-2,Hinesburg,,Bill Lippert,Democratic,1214,68227
Chittenden,State House,CHT-4-2,Hinesburg,,Write-ins,,44,68227
Chittenden,State House,CHT-4-2,Hinesburg,,Blanks,,416,68227
Chittenden,State House,CHT-4-2,Hinesburg,,Total Votes Cast,,1674,68227
Chittenden,State House,CHT-5-1,Shelburne,,Kate Webb,Democratic,1263,68244
Chittenden,State House,CHT-5-1,Shelburne,,Write-ins,,0,68244
Chittenden,State House,CHT-5-1,Shelburne,,Blanks,,0,68244
Chittenden,State House,CHT-5-1,Shelburne,,Total Votes Cast,,1263,68244
Chittenden,State House,CHT-5-2,Shelburne,,Joan G. Lenes,Democratic,944,68241
Chittenden,State House,CHT-5-2,Saint George,,Joan G. Lenes,Democratic,164,68241
Chittenden,State House,CHT-5-2,Shelburne,,Write-ins,,0,68241
Chittenden,State House,CHT-5-2,Saint George,,Write-ins,,0,68241
Chittenden,State House,CHT-5-2,Shelburne,,Blanks,,0,68241
Chittenden,State House,CHT-5-2,Saint George,,Blanks,,0,68241
Chittenden,State House,CHT-5-2,Shelburne,,Total Votes Cast,,944,68241
Chittenden,State House,CHT-5-2,Saint George,,Total Votes Cast,,164,68241
Chittenden,State House,CHT-6-1,Burlington,,Kurt Wright,Republican,1598,68197
Chittenden,State House,CHT-6-1,Burlington,,Joanna Cole,Democratic,1265,68197
Chittenden,State House,CHT-6-1,Burlington,,Michael Ly,Republican,1217,68197
Chittenden,State House,CHT-6-1,Burlington,,Robert Hooper,Democratic,953,68197
Chittenden,State House,CHT-6-1,Burlington,,Loyal Ploof,Libertarian,68,68197
Chittenden,State House,CHT-6-1,Burlington,,Roy Collette,Libertarian,49,68197
Chittenden,State House,CHT-6-1,Burlington,,Write-ins,,13,68197
Chittenden,State House,CHT-6-1,Burlington,,Blanks,,359,68197
Chittenden,State House,CHT-6-1,Burlington,,Total Votes Cast,,5522,68197
Chittenden,State House,CHT-6-2,Burlington,,Jean O Sullivan,Democratic,977,68198
Chittenden,State House,CHT-6-2,Burlington,,Scot Shumski,Republican,392,68198
Chittenden,State House,CHT-6-2,Burlington,,Write-ins,,7,68198
Chittenden,State House,CHT-6-2,Burlington,,Blanks,,66,68198
Chittenden,State House,CHT-6-2,Burlington,,Total Votes Cast,,1442,68198
Chittenden,State House,CHT-6-3,Burlington,,Jill Krowinski,Democratic,1053,68199
Chittenden,State House,CHT-6-3,Burlington,,Curt McCormack,Democratic,958,68199
Chittenden,State House,CHT-6-3,Burlington,,Write-ins,,23,68199
Chittenden,State House,CHT-6-3,Burlington,,Blanks,,890,68199
Chittenden,State House,CHT-6-3,Burlington,,Total Votes Cast,,2924,68199
Chittenden,State House,CHT-6-4,Burlington,,Kesha Ram,Democratic,840,68200
Chittenden,State House,CHT-6-4,Burlington,,Christopher A. Pearson,Progressive,650,68200
Chittenden,State House,CHT-6-4,Burlington,,Write-ins,,13,68200
Chittenden,State House,CHT-6-4,Burlington,,Blanks,,641,68200
Chittenden,State House,CHT-6-4,Burlington,,Total Votes Cast,,2144,68200
Chittenden,State House,CHT-6-5,Burlington,,Johannah Leddy Donovan,Democratic,1933,68201
Chittenden,State House,CHT-6-5,Burlington,,Mary M. Sullivan,Democratic,1918,68201
Chittenden,State House,CHT-6-5,Burlington,,Write-ins,,26,68201
Chittenden,State House,CHT-6-5,Burlington,,Blanks,,1381,68201
Chittenden,State House,CHT-6-5,Burlington,,Total Votes Cast,,5258,68201
Chittenden,State House,CHT-6-6,Burlington,,Barbara Rachelson,Democratic,283,68202
Chittenden,State House,CHT-6-6,Burlington,,Write-ins,,3,68202
Chittenden,State House,CHT-6-6,Burlington,,Blanks,,91,68202
Chittenden,State House,CHT-6-6,Burlington,,Total Votes Cast,,377,68202
Chittenden,State House,CHT-6-7,Burlington,,Diana Gonzalez,Progressive,29,68203
Chittenden,State House,CHT-6-7,Winooski,,Diana Gonzalez,Progressive,879,68203
Chittenden,State House,CHT-6-7,Burlington,,Clement J. Bissonnette,Democratic,13,68203
Chittenden,State House,CHT-6-7,Winooski,,Clement J. Bissonnette,Democratic,835,68203
Chittenden,State House,CHT-6-7,Burlington,,Robert Millar,Progressive,22,68203
Chittenden,State House,CHT-6-7,Winooski,,Robert Millar,Progressive,561,68203
Chittenden,State House,CHT-6-7,Burlington,,Write-ins,,0,68203
Chittenden,State House,CHT-6-7,Winooski,,Write-ins,,0,68203
Chittenden,State House,CHT-6-7,Burlington,,Blanks,,14,68203
Chittenden,State House,CHT-6-7,Winooski,,Blanks,,0,68203
Chittenden,State House,CHT-6-7,Burlington,,Total Votes Cast,,78,68203
Chittenden,State House,CHT-6-7,Winooski,,Total Votes Cast,,2275,68203
Chittenden,State House,CHT-7-1,South Burlington,,Martin Lalonde,Democratic,1059,68246
Chittenden,State House,CHT-7-1,South Burlington,,Write-ins,,0,68246
