county,office,district,town,precinct,candidate,party,votes,state_election_id
Franklin,U.S. Senate,,Georgia,,Blanks,Republican,78,82210
Orleans,U.S. Senate,,Glover,,Blanks,Republican,10,82210
Addison,U.S. Senate,,Goshen,,Blanks,Republican,1,82210
Windham,U.S. Senate,,Grafton,,Blanks,Republican,5,82210
Essex,U.S. Senate,,Granby,,Blanks,Republican,3,82210
Grand Isle,U.S. Senate,,Grand Isle,,Blanks,Republican,22,82210
Addison,U.S. Senate,,Granville,,Blanks,Republican,3,82210
Orleans,U.S. Senate,,Greensboro,,Blanks,Republican,14,82210
Caledonia,U.S. Senate,,Groton,,Blanks,Republican,25,82210
Essex,U.S. Senate,,Guildhall,,Blanks,Republican,5,82210
Windham,U.S. Senate,,Guilford,,Blanks,Republican,13,82210
Windham,U.S. Senate,,Halifax,,Blanks,Republican,15,82210
Addison,U.S. Senate,,Hancock,,Blanks,Republican,5,82210
Caledonia,U.S. Senate,,Hardwick,,Blanks,Republican,40,82210
Windsor,U.S. Senate,,Hartford,Windsor 4-1,Blanks,Republican,11,82210
Windsor,U.S. Senate,,Hartford,Windsor 4-2,Blanks,Republican,23,82210
Windsor,U.S. Senate,,Hartland,,Blanks,Republican,21,82210
Franklin,U.S. Senate,,Highgate,,Blanks,Republican,30,82210
Chittenden,U.S. Senate,,Hinesburg,Chittenden 4-1,Blanks,Republican,1,82210
Chittenden,U.S. Senate,,Hinesburg,Chittenden 4-2,Blanks,Republican,55,82210
Orleans,U.S. Senate,,Holland,,Blanks,Republican,17,82210
Rutland,U.S. Senate,,Hubbardton,,Blanks,Republican,10,82210
Chittenden,U.S. Senate,,Huntington,,Blanks,Republican,21,82210
Lamoille,U.S. Senate,,Hyde Park,,Blanks,Republican,50,82210
Rutland,U.S. Senate,,Ira,,Blanks,Republican,4,82210
Orleans,U.S. Senate,,Irasburg,,Blanks,Republican,18,82210
Grand Isle,U.S. Senate,,Isle La Motte,,Blanks,Republican,9,82210
Windham,U.S. Senate,,Jamaica,,Blanks,Republican,10,82210
Orleans,U.S. Senate,,Jay,Rutland 5-1,Blanks,Republican,8,82210
Chittenden,U.S. Senate,,Jericho,Rutland 5-2,Blanks,Republican,54,82210
Lamoille,U.S. Senate,,Johnson,Rutland 5-3,Blanks,Republican,34,82210
Rutland,U.S. Senate,,Killington,Rutland 5-4,Blanks,Republican,19,82210
Caledonia,U.S. Senate,,Kirby,Elementary School,Blanks,Republican,14,82210
Bennington,U.S. Senate,,Landgrove,Town Municipal Building,Blanks,Republican,4,82210
Addison,U.S. Senate,,Leicester,,Blanks,Republican,13,82210
Essex,U.S. Senate,,Lemington,,Blanks,Republican,2,82210
Addison,U.S. Senate,,Lincoln,,Blanks,Republican,21,82210
Windham,U.S. Senate,,Londonderry,,Blanks,Republican,15,82210
Orleans,U.S. Senate,,Lowell,,Blanks,Republican,21,82210
Windsor,U.S. Senate,,Ludlow,,Blanks,Republican,25,82210
Essex,U.S. Senate,,Lunenburg,,Blanks,Republican,10,82210
Caledonia,U.S. Senate,,Lyndon,Chittenden 5-1,Blanks,Republican,37,82210
Essex,U.S. Senate,,Maidstone,Chittenden 5-2,Blanks,Republican,4,82210
Bennington,U.S. Senate,,Manchester,,Blanks,Republican,62,82210
Windham,U.S. Senate,,Marlboro,,Blanks,Republican,2,82210
Washington,U.S. Senate,,Marshfield,,Blanks,Republican,20,82210
Rutland,U.S. Senate,,Mendon,Chittenden 3-10,Blanks,Republican,26,82210
Addison,U.S. Senate,,Middlebury,Chittenden 3-7,Blanks,Republican,58,82210
Washington,U.S. Senate,,Middlesex,Chittenden 3-8,Blanks,Republican,32,82210
Rutland,U.S. Senate,,Middletown Springs,Chittenden 3-9,Blanks,Republican,20,82210
Chittenden,U.S. Senate,,Milton,Chittenden 10,Blanks,Republican,130,82210
Chittenden,U.S. Senate,,Milton,Grand Isle-Chittenden,Blanks,Republican,25,82210
Addison,U.S. Senate,,Monkton,Windsor 1-2,Blanks,Republican,24,82210
Franklin,U.S. Senate,,Montgomery,,Blanks,Republican,12,82210
Washington,U.S. Senate,,Montpelier,,Blanks,Republican,138,82210
Washington,U.S. Senate,,Moretown,,Blanks,Republican,46,82210
Orleans,U.S. Senate,,Morgan,,Blanks,Republican,13,82210
Lamoille,U.S. Senate,,Morristown,,Blanks,Republican,92,82210
Rutland,U.S. Senate,,Mount Holly,,Blanks,Republican,26,82210
Rutland,U.S. Senate,,Mount Tabor,,Blanks,Republican,0,82210
Addison,U.S. Senate,,New Haven,,Blanks,Republican,35,82210
Caledonia,U.S. Senate,,Newark,,Blanks,Republican,8,82210
Orange,U.S. Senate,,Newbury,,Blanks,Republican,20,82210
Windham,U.S. Senate,,Newfane,,Blanks,Republican,18,82210
Orleans,U.S. Senate,,Newport City,,Blanks,Republican,52,82210
Orleans,U.S. Senate,,Newport Town,,Blanks,Republican,12,82210
Grand Isle,U.S. Senate,,North Hero,,Blanks,Republican,17,82210
Washington,U.S. Senate,,Northfield,,Blanks,Republican,79,82210
Essex,U.S. Senate,,Norton,,Blanks,Republican,4,82210
Windsor,U.S. Senate,,Norwich,,Blanks,Republican,9,82210
Orange,U.S. Senate,,Orange,,Blanks,Republican,11,82210
Addison,U.S. Senate,,Orwell,,Blanks,Republican,23,82210
Addison,U.S. Senate,,Panton,,Blanks,Republican,9,82210
Rutland,U.S. Senate,,Pawlet,,Blanks,Republican,19,82210
Caledonia,U.S. Senate,,Peacham,,Blanks,Republican,21,82210
Bennington,U.S. Senate,,Peru,,Blanks,Republican,5,82210
Rutland,U.S. Senate,,Pittsfield,,Blanks,Republican,11,82210
Rutland,U.S. Senate,,Pittsford,,Blanks,Republican,43,82210
Washington,U.S. Senate,,Plainfield,,Blanks,Republican,11,82210
Windsor,U.S. Senate,,Plymouth,,Blanks,Republican,6,82210
Windsor,U.S. Senate,,Pomfret,,Blanks,Republican,8,82210
Rutland,U.S. Senate,,Poultney,,Blanks,Republican,30,82210
Bennington,U.S. Senate,,Pownal,,Blanks,Republican,22,82210
Rutland,U.S. Senate,,Proctor,,Blanks,Republican,21,82210
Windham,U.S. Senate,,Putney,,Blanks,Republican,10,82210
Orange,U.S. Senate,,Randolph,,Blanks,Republican,56,82210
Windsor,U.S. Senate,,Reading,,Blanks,Republican,7,82210
Bennington,U.S. Senate,,Readsboro,,Blanks,Republican,8,82210
Franklin,U.S. Senate,,Richford,,Blanks,Republican,16,82210
Chittenden,U.S. Senate,,Richmond,,Blanks,Republican,50,82210
Addison,U.S. Senate,,Ripton,,Blanks,Republican,9,82210
Windsor,U.S. Senate,,Rochester,,Blanks,Republican,13,82210
Windham,U.S. Senate,,Rockingham,,Blanks,Republican,34,82210
Washington,U.S. Senate,,Roxbury,,Blanks,Republican,16,82210
Windsor,U.S. Senate,,Royalton,,Blanks,Republican,8,82210
Bennington,U.S. Senate,,Rupert,,Blanks,Republican,4,82210
Rutland,U.S. Senate,,Rutland City,Rutland 5-1,Blanks,Republican,85,82210
Rutland,U.S. Senate,,Rutland City,Rutland 5-2,Blanks,Republican,52,82210
Rutland,U.S. Senate,,Rutland City,Rutland 5-3,Blanks,Republican,29,82210
Rutland,U.S. Senate,,Rutland City,Rutland 5-4,Blanks,Republican,54,82210
Rutland,U.S. Senate,,Rutland Town,,Blanks,Republican,94,82210
Caledonia,U.S. Senate,,Ryegate,,Blanks,Republican,18,82210
Addison,U.S. Senate,,Salisbury,,Blanks,Republican,6,82210
Bennington,U.S. Senate,,Sandgate,,Blanks,Republican,3,82210
Bennington,U.S. Senate,,Searsburg,,Blanks,Republican,0,82210
Bennington,U.S. Senate,,Shaftsbury,,Blanks,Republican,34,82210
Windsor,U.S. Senate,,Sharon,,Blanks,Republican,7,82210
Caledonia,U.S. Senate,,Sheffield,,Blanks,Republican,7,82210
Chittenden,U.S. Senate,,Shelburne,Chittenden 5-1,Blanks,Republican,84,82210
Chittenden,U.S. Senate,,Shelburne,Chittenden 5-2,Blanks,Republican,55,82210
Franklin,U.S. Senate,,Sheldon,,Blanks,Republican,28,82210
Addison,U.S. Senate,,Shoreham,,Blanks,Republican,18,82210
Rutland,U.S. Senate,,Shrewsbury,,Blanks,Republican,16,82210
Chittenden,U.S. Senate,,South Burlington,Chittenden 7-1,Blanks,Republican,69,82210
Chittenden,U.S. Senate,,South Burlington,Chittenden 7-2,Blanks,Republican,85,82210
Chittenden,U.S. Senate,,South Burlington,Chittenden 7-3,Blanks,Republican,50,82210
Chittenden,U.S. Senate,,South Burlington,Chittenden 7-4,Blanks,Republican,65,82210
Grand Isle,U.S. Senate,,South Hero,,Blanks,Republican,54,82210
Windsor,U.S. Senate,,Springfield,Windsor 3-1,Blanks,Republican,5,82210
Windsor,U.S. Senate,,Springfield,Windsor 3-2,Blanks,Republican,47,82210
Franklin,U.S. Senate,,Saint Albans City,,Blanks,Republican,1,82210
Franklin,U.S. Senate,,Saint Albans Town,Franklin 3-1,Blanks,Republican,32,82210
Franklin,U.S. Senate,,Saint Albans Town,Franklin 3-2,Blanks,Republican,65,82210
Chittenden,U.S. Senate,,Saint George,,Blanks,Republican,8,82210
Caledonia,U.S. Senate,,Saint Johnsbury,,Blanks,Republican,75,82210
Bennington,U.S. Senate,,Stamford,,Blanks,Republican,5,82210
Caledonia,U.S. Senate,,Stannard,,Blanks,Republican,1,82210
Addison,U.S. Senate,,Starksboro,Washington 3-1,Blanks,Republican,21,82210
Windsor,U.S. Senate,,Stockbridge,Washington 3-2,Blanks,Republican,11,82210
Lamoille,U.S. Senate,,Stowe,Washington 3-3,Blanks,Republican,77,82210
Orange,U.S. Senate,,Strafford,,Blanks,Republican,7,82210
Windham,U.S. Senate,,Stratton,,Blanks,Republican,1,82210
Rutland,U.S. Senate,,Sudbury,,Blanks,Republican,9,82210
Bennington,U.S. Senate,,Sunderland,Bennington 3,Blanks,Republican,2,82210
Bennington,U.S. Senate,,Sunderland,Bennington 4,Blanks,Republican,12,82210
Caledonia,U.S. Senate,,Sutton,Bennington 2-2,Blanks,Republican,8,82210
Franklin,U.S. Senate,,Swanton,Bennington 5,Blanks,Republican,76,82210
Orange,U.S. Senate,,Thetford,,Blanks,Republican,14,82210
Rutland,U.S. Senate,,Tinmouth,Rutland 2,Blanks,Republican,0,82210
Rutland,U.S. Senate,,Tinmouth,Rutland-Bennington,Blanks,Republican,0,82210
Orange,U.S. Senate,,Topsham,,Blanks,Republican,26,82210
Windham,U.S. Senate,,Townshend,,Blanks,Republican,11,82210
Orleans,U.S. Senate,,Troy,Orleans 2,Blanks,Republican,4,82210
Orleans,U.S. Senate,,Troy,Orleans-Lamoille,Blanks,Republican,13,82210
Orange,U.S. Senate,,Tunbridge,,Blanks,Republican,12,82210
Chittenden,U.S. Senate,,Underhill,,Blanks,Republican,46,82210
Addison,U.S. Senate,,Vergennes,Windham 3-1,Blanks,Republican,27,82210
Windham,U.S. Senate,,Vernon,Windham 3-2,Blanks,Republican,64,82210
Orange,U.S. Senate,,Vershire,Windham 3-3,Blanks,Republican,9,82210
Essex,U.S. Senate,,Victory,,Blanks,Republican,2,82210
Washington,U.S. Senate,,Waitsfield,,Blanks,Republican,37,82210
Caledonia,U.S. Senate,,Walden,,Blanks,Republican,11,82210
Rutland,U.S. Senate,,Wallingford,,Blanks,Republican,16,82210
Addison,U.S. Senate,,Waltham,,Blanks,Republican,9,82210
Windham,U.S. Senate,,Wardsboro,,Blanks,Republican,7,82210
Washington,U.S. Senate,,Warren,,Blanks,Republican,22,82210
Orange,U.S. Senate,,Washington,,Blanks,Republican,13,82210
Washington,U.S. Senate,,Waterbury,,Blanks,Republican,89,82210
Caledonia,U.S. Senate,,Waterford,Chittenden 3-1,Blanks,Republican,18,82210
Lamoille,U.S. Senate,,Waterville,Chittenden 3-2,Blanks,Republican,12,82210
Windsor,U.S. Senate,,Weathersfield,Chittenden 3-3,Blanks,Republican,24,82210
Rutland,U.S. Senate,,Wells,Chittenden 3-4,Blanks,Republican,15,82210
Orange,U.S. Senate,,West Fairlee,Chittenden 3-5,Blanks,Republican,5,82210
Rutland,U.S. Senate,,West Haven,Chittenden 3-6,Blanks,Republican,1,82210
Rutland,U.S. Senate,,West Rutland,,Blanks,Republican,25,82210
Windsor,U.S. Senate,,West Windsor,,Blanks,Republican,5,82210
Orleans,U.S. Senate,,Westfield,,Blanks,Republican,12,82210
Chittenden,U.S. Senate,,Westford,,Blanks,Republican,28,82210
Windham,U.S. Senate,,Westminster,Windham 3,Blanks,Republican,1,82210
Windham,U.S. Senate,,Westminster,Windham 4,Blanks,Republican,12,82210
Orleans,U.S. Senate,,Westmore,,Blanks,Republican,8,82210
Windsor,U.S. Senate,,Weston,,Blanks,Republican,10,82210
Addison,U.S. Senate,,Weybridge,,Blanks,Republican,10,82210
Caledonia,U.S. Senate,,Wheelock,,Blanks,Republican,14,82210
Addison,U.S. Senate,,Whiting,,Blanks,Republican,6,82210
Windham,U.S. Senate,,Whitingham,Windham 6,Blanks,Republican,7,82210
Windham,U.S. Senate,,Whitingham,Windham-Bennington,Blanks,Republican,1,82210
Orange,U.S. Senate,,Williamstown,Chittenden 7-2,Blanks,Republican,28,82210
Chittenden,U.S. Senate,,Williston,,Blanks,Republican,139,82210
Windham,U.S. Senate,,Wilmington,,Blanks,Republican,19,82210
Windham,U.S. Senate,,Windham,,Blanks,Republican,0,82210
Windsor,U.S. Senate,,Windsor,,Blanks,Republican,10,82210
Bennington,U.S. Senate,,Winhall,,Blanks,Republican,17,82210
Chittenden,U.S. Senate,,Winooski,,Blanks,Republican,45,82210
Lamoille,U.S. Senate,,Wolcott,,Blanks,Republican,23,82210
Washington,U.S. Senate,,Woodbury,,Blanks,Republican,16,82210
Bennington,U.S. Senate,,Woodford,,Blanks,Republican,1,82210
Windsor,U.S. Senate,,Woodstock,,Blanks,Republican,22,82210
Washington,U.S. Senate,,Worcester,,Blanks,Republican,19,82210
Addison,U.S. Senate,,Addison,,Spoiled,Republican,1,82210
Orleans,U.S. Senate,,Albany,,Spoiled,Republican,0,82210
Grand Isle,U.S. Senate,,Alburgh,,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Andover,,Spoiled,Republican,0,82210
Bennington,U.S. Senate,,Arlington,,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Athens,,Spoiled,Republican,0,82210
Franklin,U.S. Senate,,Bakersfield,Chittenden 6-1,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Baltimore,Chittenden 6-2,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Barnard,Chittenden 6-3,Spoiled,Republican,0,82210
Caledonia,U.S. Senate,,Barnet,,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Barre City,,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Barre Town,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Barton,,Spoiled,Republican,0,82210
Lamoille,U.S. Senate,,Belvidere,,Spoiled,Republican,0,82210
Bennington,U.S. Senate,,Bennington,Bennington 2-1,Spoiled,Republican,0,82210
Bennington,U.S. Senate,,Bennington,Bennington 2-2,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Benson,,Spoiled,Republican,0,82210
Franklin,U.S. Senate,,Berkshire,,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Berlin,,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Bethel,,Spoiled,Republican,0,82210
Essex,U.S. Senate,,Bloomfield,,Spoiled,Republican,2,82210
Chittenden,U.S. Senate,,Bolton,,Spoiled,Republican,0,82210
Orange,U.S. Senate,,Bradford,,Spoiled,Republican,0,82210
Orange,U.S. Senate,,Braintree,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Brandon,,Spoiled,Republican,2,82210
Windham,U.S. Senate,,Brattleboro,Windham 2-1,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Brattleboro,Windham 2-2,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Brattleboro,Windham 2-3,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Bridgewater,,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Bridport,,Spoiled,Republican,0,82210
Essex,U.S. Senate,,Brighton,,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Bristol,Windsor 6-1,Spoiled,Republican,0,82210
Orange,U.S. Senate,,Brookfield,Windsor 6-2,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Brookline,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Brownington,,Spoiled,Republican,0,82210
Essex,U.S. Senate,,Brunswick,Chittenden 1-1,Spoiled,Republican,0,82210
Caledonia,U.S. Senate,,Burke,Chittenden 1-2,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Burlington,Chittenden 6-1,Spoiled,Republican,1,82210
Chittenden,U.S. Senate,,Burlington,Chittenden 6-2,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Burlington,Chittenden 6-3,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Burlington,Chittenden 6-4,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Burlington,Chittenden 6-5,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Burlington,Chittenden 6-6,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Burlington,Chittenden 6-7,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Cabot,,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Calais,,Spoiled,Republican,0,82210
Lamoille,U.S. Senate,,Cambridge,,Spoiled,Republican,0,82210
Essex,U.S. Senate,,Canaan,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Castleton,,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Cavendish,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Charleston,,Spoiled,Republican,1,82210
Chittenden,U.S. Senate,,Charlotte,,Spoiled,Republican,1,82210
Orange,U.S. Senate,,Chelsea,,Spoiled,Republican,1,82210
Windsor,U.S. Senate,,Chester,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Chittenden,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Clarendon,,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Colchester,Chittenden 9-1,Spoiled,Republican,3,82210
Chittenden,U.S. Senate,,Colchester,Chittenden 9-2,Spoiled,Republican,1,82210
Essex,U.S. Senate,,Concord,,Spoiled,Republican,0,82210
Orange,U.S. Senate,,Corinth,,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Cornwall,,Spoiled,Republican,1,82210
Orleans,U.S. Senate,,Coventry,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Craftsbury,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Danby,,Spoiled,Republican,0,82210
Caledonia,U.S. Senate,,Danville,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Derby,,Spoiled,Republican,0,82210
Bennington,U.S. Senate,,Dorset,,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Dover,,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Dummerston,Chittenden 9,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Duxbury,Grand Isle-Chittenden 1-1,Spoiled,Republican,0,82210
Essex,U.S. Senate,,East Haven,,Spoiled,Republican,0,82210
Washington,U.S. Senate,,East Montpelier,,Spoiled,Republican,0,82210
Lamoille,U.S. Senate,,Eden,,Spoiled,Republican,0,82210
Lamoille,U.S. Senate,,Elmore,,Spoiled,Republican,0,82210
Franklin,U.S. Senate,,Enosburgh,,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Essex,Chittenden 8-1,Spoiled,Republican,1,82210
Chittenden,U.S. Senate,,Essex,Chittenden 8-2,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Essex,Chittenden 8-3,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Fair Haven,,Spoiled,Republican,0,82210
Franklin,U.S. Senate,,Fairfax,,Spoiled,Republican,1,82210
Franklin,U.S. Senate,,Fairfield,Center Town House,Spoiled,Republican,0,82210
Orange,U.S. Senate,,Fairlee,Town Office,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Fayston,West River Village,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Ferrisburgh,,Spoiled,Republican,1,82210
Franklin,U.S. Senate,,Fletcher,,Spoiled,Republican,0,82210
Franklin,U.S. Senate,,Franklin,,Spoiled,Republican,0,82210
Franklin,U.S. Senate,,Georgia,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Glover,,Spoiled,Republican,1,82210
Addison,U.S. Senate,,Goshen,,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Grafton,,Spoiled,Republican,0,82210
Essex,U.S. Senate,,Granby,,Spoiled,Republican,0,82210
Grand Isle,U.S. Senate,,Grand Isle,,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Granville,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Greensboro,,Spoiled,Republican,0,82210
Caledonia,U.S. Senate,,Groton,,Spoiled,Republican,0,82210
Essex,U.S. Senate,,Guildhall,,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Guilford,,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Halifax,,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Hancock,,Spoiled,Republican,0,82210
Caledonia,U.S. Senate,,Hardwick,,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Hartford,Windsor 4-1,Spoiled,Republican,1,82210
Windsor,U.S. Senate,,Hartford,Windsor 4-2,Spoiled,Republican,4,82210
Windsor,U.S. Senate,,Hartland,,Spoiled,Republican,0,82210
Franklin,U.S. Senate,,Highgate,,Spoiled,Republican,1,82210
Chittenden,U.S. Senate,,Hinesburg,Chittenden 4-1,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Hinesburg,Chittenden 4-2,Spoiled,Republican,1,82210
Orleans,U.S. Senate,,Holland,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Hubbardton,,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Huntington,,Spoiled,Republican,0,82210
Lamoille,U.S. Senate,,Hyde Park,,Spoiled,Republican,1,82210
Rutland,U.S. Senate,,Ira,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Irasburg,,Spoiled,Republican,0,82210
Grand Isle,U.S. Senate,,Isle La Motte,,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Jamaica,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Jay,,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Jericho,,Spoiled,Republican,0,82210
Lamoille,U.S. Senate,,Johnson,Rutland 5-1,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Killington,Rutland 5-2,Spoiled,Republican,0,82210
Caledonia,U.S. Senate,,Kirby,Rutland 5-3,Spoiled,Republican,0,82210
Bennington,U.S. Senate,,Landgrove,Rutland 5-4,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Leicester,Elementary School,Spoiled,Republican,0,82210
Essex,U.S. Senate,,Lemington,Town Municipal Building,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Lincoln,,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Londonderry,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Lowell,,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Ludlow,,Spoiled,Republican,0,82210
Essex,U.S. Senate,,Lunenburg,,Spoiled,Republican,0,82210
Caledonia,U.S. Senate,,Lyndon,,Spoiled,Republican,1,82210
Essex,U.S. Senate,,Maidstone,,Spoiled,Republican,0,82210
Bennington,U.S. Senate,,Manchester,Chittenden 5-1,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Marlboro,Chittenden 5-2,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Marshfield,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Mendon,,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Middlebury,,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Middlesex,Chittenden 3-10,Spoiled,Republican,1,82210
Rutland,U.S. Senate,,Middletown Springs,Chittenden 3-7,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Milton,Chittenden 10,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Milton,Grand Isle-Chittenden,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Monkton,,Spoiled,Republican,0,82210
Franklin,U.S. Senate,,Montgomery,Windsor 1-1,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Montpelier,Windsor 1-2,Spoiled,Republican,1,82210
Washington,U.S. Senate,,Moretown,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Morgan,,Spoiled,Republican,0,82210
Lamoille,U.S. Senate,,Morristown,,Spoiled,Republican,2,82210
Rutland,U.S. Senate,,Mount Holly,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Mount Tabor,,Spoiled,Republican,0,82210
Addison,U.S. Senate,,New Haven,,Spoiled,Republican,0,82210
Caledonia,U.S. Senate,,Newark,,Spoiled,Republican,0,82210
Orange,U.S. Senate,,Newbury,,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Newfane,,Spoiled,Republican,0,82210
Orleans,U.S. Senate,,Newport City,,Spoiled,Republican,1,82210
Orleans,U.S. Senate,,Newport Town,,Spoiled,Republican,0,82210
Grand Isle,U.S. Senate,,North Hero,,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Northfield,,Spoiled,Republican,0,82210
Essex,U.S. Senate,,Norton,,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Norwich,,Spoiled,Republican,0,82210
Orange,U.S. Senate,,Orange,,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Orwell,,Spoiled,Republican,0,82210
Addison,U.S. Senate,,Panton,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Pawlet,,Spoiled,Republican,0,82210
Caledonia,U.S. Senate,,Peacham,,Spoiled,Republican,1,82210
Bennington,U.S. Senate,,Peru,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Pittsfield,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Pittsford,,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Plainfield,,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Plymouth,,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Pomfret,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Poultney,,Spoiled,Republican,0,82210
Bennington,U.S. Senate,,Pownal,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Proctor,,Spoiled,Republican,0,82210
Windham,U.S. Senate,,Putney,,Spoiled,Republican,0,82210
Orange,U.S. Senate,,Randolph,,Spoiled,Republican,4,82210
Windsor,U.S. Senate,,Reading,,Spoiled,Republican,0,82210
Bennington,U.S. Senate,,Readsboro,,Spoiled,Republican,0,82210
Franklin,U.S. Senate,,Richford,,Spoiled,Republican,0,82210
Chittenden,U.S. Senate,,Richmond,,Spoiled,Republican,3,82210
Addison,U.S. Senate,,Ripton,,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Rochester,,Spoiled,Republican,2,82210
Windham,U.S. Senate,,Rockingham,,Spoiled,Republican,0,82210
Washington,U.S. Senate,,Roxbury,,Spoiled,Republican,0,82210
Windsor,U.S. Senate,,Royalton,,Spoiled,Republican,0,82210
Bennington,U.S. Senate,,Rupert,,Spoiled,Republican,0,82210
Rutland,U.S. Senate,,Rutland City,Rutland 5-1,Spoiled,Republican,9,82210
Rutland,U.S. Senate,,Rutland City,Rutland 5-2,Spoiled,Republican,3,82210
Rutland,U.S. Senate,,Rutland City,Rutland 5-3,Spoiled,Republican,3,82210
Rutland,U.S. Senate,,Rutland City,Rutland 5-4,Spoiled,Republican,0,82210
